,url,abstract,lead_paragraph
215,https://www.nytimes.com/2023/11/23/nyregion/macys-thanksgiving-day-parade-protesters.html,The nearly century-old holiday tradition also provided a stage for activists.,"All along Central Park West on Thursday, throngs of people gathered for the Macy’s Thanksgiving Day Parade and packed street corners or sat on folding chairs set up since dawn. They wedged themselves on slivers of sidewalk, and some placed their toddlers atop food carts for a better view."
216,https://www.nytimes.com/2023/11/23/opinion/brutalizing-humanity-modernity.html,The ancient wisdom of Athens and Jerusalem can help us survive these cruel and challenging times.,These are cruel and challenging times. How did previous generations hold on to their sanity — and humanity — in the face of violence and instability?
217,https://www.nytimes.com/2023/11/23/world/middleeast/gaza-families-israel.html,"“When it comes to food, when it comes to freedom,” said one Washington resident whose brother is trapped in the besieged enclave, “the feeling of guilt is killing me.”","Like many people around the world with families in Gaza who are anxious for news of their loved ones, wondering if they are still alive, whether they are hungry or hurt, Reem Alfranji is also consumed with guilt."
218,https://www.nytimes.com/video/world/middleeast/100000009166585/blinken-baghdad-iraq-iran.html,"Amid concerns that the conflict in Gaza could spill across the Middle East, the U.S. secretary of state, Antony J. Blinken, met with Iraqi officials and U.S. personnel to reaffirm the United States’ commitment to protecting its partners.","Amid concerns that the conflict in Gaza could spill across the Middle East, the U.S. secretary of state, Antony J. Blinken, met with Iraqi officials and U.S. personnel to reaffirm the United States’ commitment to protecting its partners."
219,https://www.nytimes.com/2023/11/08/business/tiktok-accusations-anti-israel-content.html,The criticism has put the popular video app on its heels at a precarious time.,"TikTok is back in the cross hairs of Washington, with Republican lawmakers again calling to ban the popular short-form video app amid accusations that it is amplifying pro-Palestinian and anti-Israel videos through its powerful algorithmic feed."
220,https://www.nytimes.com/2023/11/22/nyregion/stuart-seldowitz-harassment-charges.html,Stuart Seldowitz was charged with harassment after videos showed him berating the vendor with Islamophobic comments.,The former State Department employee and national security official who was filmed harassing a halal food vendor in Manhattan and calling him a “terrorist” was arrested and charged with a hate crime on Wednesday.
221,https://www.nytimes.com/2023/11/23/world/europe/olympics-truce-2024.html,"Amid two prominent wars and other conflicts around the globe, a biennial call at the United Nations for peace during the Games felt even more symbolic than usual.",The president of the International Olympic Committee strode to the podium this week inside the gold-hued assembly hall of the United Nations and proceeded to paint a bleak picture of the world outside.
222,https://www.nytimes.com/2023/11/22/world/middleeast/gaza-israel-child-hostages-families.html,Some or all of the at least 36 children taken to the enclave as captives on Oct. 7 are expected to be freed. But the announcement raised anxieties about who might make it out.,"A 12-year-old forced to make a propaganda video for his kidnappers. A 9-year-old snatched while visiting a friend’s house for a sleepover. A 3-year-old whose last memory of her parents was seeing them both murdered. And an infant, now all of 10 months, who has spent about a tenth of his life in captivity."
223,https://www.nytimes.com/2023/11/06/world/middleeast/us-israel-bomb-equipment-sale.html,Israel has been using the kits during its bombing campaign in Gaza.,"The U.S. State Department has approved a $320 million sale to Israel of equipment for kits that turn unguided bombs into more precise, GPS-guided munitions, according to a letter sent by the department to Congress that was obtained by The New York Times. "
224,https://www.nytimes.com/2023/11/22/world/middleeast/gaza-cease-fire-israel-war.html,Residents of the enclave expressed hope about a pause in Israel’s bombardment but felt that the agreement would not bring an end to the war.,"Residents of the Gaza Strip greeted the news of a temporary cease-fire with mixed emotions on Wednesday, expressing hope for a respite in Israel’s relentless bombardment but concern that the brief pause did not mean an end to the war."
225,https://www.nytimes.com/2023/11/22/opinion/israel-palestinians-arabs.html,Chasing some rays of hope in this dark moment for Israelis and Palestinians.,"I confess that as a longtime observer of the Arab-Israeli conflict, I aggressively avoid both the “From the river to the sea” activists on the pro-Palestinian left and the similarly partisan zealots on the “Greater Israel” Zionist right — not just because I find their exclusivist visions for the future abhorrent but also because the reporter in me finds them so blind to the complexities of the present."
226,https://www.nytimes.com/2023/11/21/us/politics/biden-hostage-talks-israel-hamas.html,"The deal came as Democrats are increasingly divided over Mr. Biden’s embrace of Israel, particularly as the civilian toll in Gaza grows.",Israel’s acceptance of the terms of a hostage deal with Hamas late on Tuesday reflected the intense pressure brought by the Biden administration to reach an agreement that would free some of those held by the armed group and produce potential longer-term opportunities to de-escalate the conflict.
227,https://www.nytimes.com/2023/11/22/world/europe/putin-ukraine-russia-war-g20.html,"For Mr. Putin, it was a rare interaction with Western leaders since the start of the war last year. It was also the first time he had to listen to direct public criticism at an international event.","In his first address to officials from the Group of 20 leading economies since his invasion of Ukraine, President Vladimir V. Putin on Wednesday rebuffed criticism that the war’s aggression was “shocking” and accused Western nations of a double standard because of their response to the conflict between Israel and Hamas."
228,https://www.nytimes.com/2023/11/22/world/europe/giving-thanks-when-the-world-is-on-fire.html,"This year, I cannot count my blessings without also counting the sorrows and fears that lurk in their shadows.","It’s Thanksgiving tomorrow. At this time of year I usually thank you, my readers, for all your support, and I am once again grateful for that this year. As always, it is a privilege to be able to email you. I am also thankful for all of the ways that Interpreter subscribers are an active community: that you not only read these newsletters but also recommend books, email me feedback, and send questions and suggestions that give me ideas for future columns."
229,https://www.nytimes.com/2023/11/21/opinion/ceasefire-israel-gaza.html,It’s not a call for sparing innocent Palestinians. It’s a demand for Israel’s total surrender.,This has been updated to reflect news developments.
230,https://www.nytimes.com/2023/11/21/business/susan-sarandon-dropped-talent-agency.html,"Sarandon, the Academy Award-winning actress, was dropped by United Talent Agency. Separately, Melissa Barrera lost her role in the “Scream” movies for Instagram posts about Israel.","Two actresses, one an Academy Award-winning veteran and the other a relative newcomer, have been dropped by Hollywood companies after comments they separately made about the Israel-Hamas war drew criticism."
231,https://www.nytimes.com/2023/11/09/world/asia/gaza-israel-asia.html,"To U.S. allies in Asia, the sudden focus on Gaza risks progress on America’s long-delayed pivot to the Indo-Pacific region.","America’s long-promised pivot to Asia was finally gathering momentum — new security deals with the Philippines and India, expanded military exercises, and plans with allies to stay ahead of Chinese technology."
232,https://www.nytimes.com/2023/11/21/world/hamas-prisoners-hostage-deal.html,Negotiations have centered on releasing women and children held in Israel.,"Negotiations around the release of Israeli women and children held hostage in Gaza have centered on an exchange for Palestinian women and minors held in Israeli prisons. The size of that group has grown quickly during the six weeks of war and upheaval since the Oct. 7 Hamas attack on Israel, according to a Palestinian prisoners’ rights group."
233,https://www.nytimes.com/2023/11/22/world/europe/france-antisemitism-braun-pivet.html,"Yaël Braun-Pivet, a secular Jew, cherishes the French ideal of a national identity that subsumes ethnic division — and speaks out when her country falls short.","They called for the French to march against antisemitism, and just five days later, more than 100,000 gathered in Paris alone."
234,https://www.nytimes.com/2023/11/21/world/middleeast/houthi-hijack-ship-galaxy-leader.html,"The vessel arrived Monday and was at anchor on Tuesday off the busy Red Sea port of Al-Hudaydah, according to an analysis of the imagery by The New York Times.","A vessel seized by Yemen’s Houthi militia in the Red Sea on Sunday was anchored just outside a busy Yemeni port on Tuesday, according to an analysis of satellite imagery by The New York Times."
235,https://www.nytimes.com/2023/11/21/podcasts/transcript-ezra-klein-interviews-aaron-miller.html,"The Nov. 21, 2023, episode of “The Ezra Klein Show.”","Every Tuesday and Friday, Ezra Klein invites you into a conversation about something that matters, like today’s episode with Aaron David Miller. Listen wherever you get your podcasts."
236,https://www.nytimes.com/2023/11/21/briefing/israel-hamas-hostages-binance-north-korea-satellite.html,Plus Binance’s founder pleads guilty.,Israel and Hamas appeared to be edging close to a deal that would allow the release of some of the 240 captives held in Gaza in exchange for some Palestinian prisoners held by Israel. The exchange would take place during what would be a brief pause in the war.
237,https://www.nytimes.com/2023/11/21/nyregion/seldowitz-vendor-islamophobia-nyc.html,"On several occasions, Stuart Seldowitz berated a man on the Upper East Side with Islamophobic comments.","A former State Department employee and national security official was recorded on video harassing a halal food vendor in Manhattan in recent weeks, calling the man a “terrorist.”"
238,https://www.nytimes.com/2023/11/21/podcasts/the-daily/hamas-al-shifa-hospital.html,New York Times journalists traveled with an Israeli military convoy to catch a rare glimpse of the wartime conditions in the enclave.,"As the war against Hamas enters a seventh week, Israel finds itself under intense pressure to justify its actions in Gaza, including the raid of Al-Shifa Hospital, which it says is a center of Hamas activity. Hamas and hospital officials deny the accusation."
239,https://www.nytimes.com/2023/11/08/world/middleeast/israel-hamas-gaza-evacuation.html,"The United Nations estimated that 15,000 civilians walked out of northern Gaza on Tuesday, three times as many as the day before, while Israeli troops battled Hamas in Gaza City.","Tens of thousands of desperate civilians, some waving white flags, have fled the northern Gaza Strip this week, marching along a road pocked with airstrike craters and lined with ruined buildings, as Israeli officials reported that their troops had pushed into the heart of the densely populated Hamas stronghold of Gaza City."
240,https://www.nytimes.com/video/world/middleeast/100000009190139/indonesian-hospital-patients-transported-to-nasser-hospital.html,"Injured patients, including children, were moved by bus from one Gaza hospital to another on Monday.","Injured patients, including children, were moved by bus from one Gaza hospital to another on Monday."
241,https://www.nytimes.com/2023/11/22/opinion/gaza-children-food-malnutrition.html,Food scarcity and malnutrition could plunge Gaza into a crisis outlasting the war.,"It is hard to describe what it means for someone to be “severely wasted,” but when you hold a child who is suffering from this most lethal form of acute malnutrition, you understand, and you never forget. In Afghanistan last year, I met a 3-month-old girl named Wahida who was so malnourished I could barely feel the weight of her in my arms. Her suffering has left an indelible mark on my heart."
242,https://www.nytimes.com/2023/11/21/world/middleeast/us-strike-iraq-iran.html,The airstrikes followed an earlier exchange in which a U.S. gunship spotted and fired on militants after they launched missiles at Al Asad Air Base.,"The United States conducted a new round of airstrikes — the second in roughly a day — in Iraq early Wednesday, destroying two facilities used by Iranian proxies that had been targeting American and coalition troops, U.S. military officials said."
243,https://www.nytimes.com/2023/11/21/opinion/columnists/my-brothers-thanksgiving-lament.html,"Surely, he says, the greatest country in the world can do better than these two men.","Thanksgiving began as a time of prayer. We could use some prayers right now, in a country inflamed with hate and prejudice and generational mistrust. Americans are at each other’s throats, living in different realities, fraught by two brutal, calamitous wars. So, as this annus horribilis lurches to a close, with the hope that we can understand each other better, or at least eat pie together, here is the annual holiday column from a man I frequently disagree with, but always love, my conservative brother, Kevin."
244,https://www.nytimes.com/2023/11/21/podcasts/gazas-hospital-trump.html,"Plus, a federal court moves to weaken the Voting Rights Act and cities stress over driverless taxis.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter."
245,https://www.nytimes.com/interactive/2023/11/20/magazine/israel-gaza-oslo-accords.html,"Thirty years ago, a negotiated settlement of the Israeli-Palestinian conflict seemed achievable. The story of how it fell apart reveals why the fight remains so intractable today.","Thirty years ago, a negotiated settlement of the Israeli-Palestinian conflict seemed achievable. The story of how it fell apart reveals why the fight remains so intractable today."
246,https://www.nytimes.com/2023/11/20/opinion/adl-elon-musk-antisemitism.html,Elon Musk has learned that ardent Zionism can be an alibi for antisemitism.,"Last week a self-described Jewish conservative named Charles Weber took to X, the platform formerly known as Twitter, to address the “cowards hiding behind the anonymity of the internet and posting ‘Hitler was right.’” Weber dared those trolls to “say it to our faces.” One X user took him up on it."
247,https://www.nytimes.com/2023/11/05/us/politics/israel-us-weapons-west-bank.html,"Israel wants 24,000 assault rifles. Itamar Ben-Gvir, a far-right minister overseeing the police, has given rifles to civilians and is forming “security squads.”","An Israeli government request for 24,000 assault rifles from the United States is drawing scrutiny from American lawmakers and some State Department officials who fear the weapons might end up in the hands of settlers and civilian militias trying to force Palestinians from land in the West Bank, where violence has been surging, U.S. officials say."
248,https://www.nytimes.com/2023/11/20/us/arkansas-thrall-bds-antisemitism.html,"To receive a modest speaker’s fee, academics and writers must sign a pledge that they will not participate in anti-Israel boycotts. The author Nathan Thrall said no thank you.","A few weeks ago, Nathan Thrall, a Jewish American writer whose work strongly supports Palestinian rights, was invited to speak to students at the University of Arkansas about a new book."
249,https://www.nytimes.com/2023/11/20/us/politics/gaza-hostages-israel-hamas.html,"Hamas has offered no information about the nearly 240 hostages, including children, who are said to be held in Gaza.","Forty-four days after Hersh Goldberg-Polin, 23, was seized by Hamas, his left arm blown off by a hand grenade, his parents have no idea if he is dead or alive, hidden somewhere in the rubble of Gaza."
250,https://www.nytimes.com/2023/11/20/world/yemen-houthi-ship-hijacked.html,"The video, released by the Houthi militia, holds clues about when and where the ship was hijacked.","Yemen’s Houthi militia released a video on Monday showing its forces hijacking the ship Galaxy Leader, a day after announcing it had seized the vessel in the Red Sea as a demonstration of support for “the oppressed Palestinian people.”"
251,https://www.nytimes.com/2023/11/20/world/middleeast/indonesian-hospital-premature-babies.html,"The strike killed 12 people, officials said, at the Indonesian Hospital in the Gaza Strip, where the U.N. says most hospitals no longer function and those that do cannot provide complex care.","Another hospital in the Gaza Strip came under fire on Monday, as the World Health Organization warned that the enclave’s devastated health system had largely collapsed, with none of its functioning hospitals capable of handling complicated medical cases."
252,https://www.nytimes.com/video/world/middleeast/100000009188377/gaza-childbirth-israel-war.html,"Naya Qeshta was born in Rafah on November 11. Her mother, Samah, was one of tens of thousands of pregnant women in Gaza relying on a health care system that has been crippled by Israel’s ongoing siege.","Naya Qeshta was born in Rafah on November 11. Her mother, Samah, was one of tens of thousands of pregnant women in Gaza relying on a health care system that has been crippled by Israel’s ongoing siege."
253,https://www.nytimes.com/2023/11/02/opinion/israel-free-speech-hamas-palestine.html,"Since the war between Israel and Hamas began, free speech in Israel has suffered.","On Oct. 25, Professor Nurit Peled-Elhanan, a lecturer at a college in Jerusalem, participated in a discussion in a faculty WhatsApp group about the horrific events of Oct. 7. In response to another lecturer’s message, she wrote that “the massacre,” referring to the actions of Hamas, reminded her of something the French philosopher and playwright Jean-Paul Sartre once wrote about race relations, adding a paraphrased quote: “‘After so many years that the neck of the occupied has been suffocating under your iron foot and suddenly was given a chance to raise his eyes, what kind of gaze did you expect you would see there?’ We saw this gaze,” Ms. Peled-Elhanan wrote to her colleagues."
254,https://www.nytimes.com/2023/11/01/books/review/the-genius-of-israel-dan-senor-saul-singer.html,"In “The Genius of Israel,” Dan Senor and Saul Singer take a look at the economic strength and high quality of life for some of the people who live in a troubled country.","More than 1,000 of its citizens, mostly civilians, were slaughtered in a matter of hours by a militant group thought to be ragtag and toothless. The country’s security services were nowhere to be found. The citizens’ faith in their political leader, a prime minister charged with bribery and fraud, was plummeting even before the attack. For the previous nine months, tens of thousands of protesters had held weekly demonstrations asserting that their beloved nation was being dragged by its populist government into authoritarian penury. Eventually, 360,000 reservists rushed into uniforms to fight the militants, only to find substandard equipment that had to be upgraded with private funds raised by volunteers."
255,https://www.nytimes.com/2023/11/20/opinion/israel-west-bank-palestinians.html,Settler violence is forcing many Palestinians in the West Bank to flee.,"I was born in February 1998 in Tuba, a rural shepherding community of 80 Palestinian residents in the South Hebron Hills of the West Bank, where my family has lived for generations. Over the years we have suffered repeated attacks by Israeli settlers, part of an ongoing campaign to remove us from our land. Still, nothing prepared me for what our life has become since the Hamas attack on Oct. 7. In the last six weeks, the raids and harassment by settlers have become so intense that I do not know how much longer I and the other members of my community will be able to live here."
256,https://www.nytimes.com/2023/11/20/briefing/openai-microsoft-gaza-hospital-argentina-presidential-election.html,Plus India’s cricket heartbreak.,"The future of OpenAI is in jeopardy after more than 700 of its 770 employees signed a letter yesterday saying they may leave the company for Microsoft if the ousted chief executive, Sam Altman, is not reinstalled at the high-profile artificial intelligence start-up."
257,https://www.nytimes.com/2023/11/20/world/middleeast/premature-babies-gaza-hospital-egypt.html,"The newborns had become a symbol of the suffering at Al-Shifa Hospital, which was raided by Israeli forces last week.","Twenty-eight premature babies who had been in intensive care at the embattled Al-Shifa Hospital in northern Gaza were transported across the border to Egypt for medical care on Monday, according to the United Nations and an Egyptian state television network, Al Qahera News. But five others who had been cared for at the hospital died before they could be evacuated."
258,https://www.nytimes.com/2023/11/20/world/middleeast/palestinian-pregnant-women-childbirth-gaza.html,"The U.N. says that an estimated 50,000 pregnant women are caught up in the conflict in Gaza. Palestinian officials warn that the health care system has collapsed.","“My experience during childbirth was a nightmare in every sense of the word, or something like a horror film,” said 29-year-old Wajiha al-Abyad."
259,https://www.nytimes.com/2023/11/03/opinion/isaac-herzog-nyt-guest-essay.html,Isaac Herzog’s guest essay is a valuable look at how Israel’s leadership views the war.,"Our goal in Opinion is to publish a wide range of ideas, arguments and commentary that help readers see an issue or a debate in a new light, challenge their assumptions and grapple with the hardest problems societies face."
260,https://www.nytimes.com/2023/11/19/world/middleeast/israel-yemen-houthis-hijacked-red-sea-ship.html,"Only hours earlier, the Iran-backed militia issued a statement threatening to target Israeli-flagged, -owned and -operated ships. Israel said the vessel was not an Israeli ship.","Yemen’s Houthi militia hijacked a ship in the Red Sea on Sunday, in what the Iran-backed group said was a demonstration of support for “the oppressed Palestinian people.”"
261,https://www.nytimes.com/video/world/middleeast/100000009188122/babies-al-shifa-hospital-gaza.html,"Thirty-one premature babies were evacuated from Al-Shifa Hospital in northern Gaza on Sunday and moved to a hospital in the south, according to the Palestine Red Crescent Society and the World Health Organization.","Thirty-one premature babies were evacuated from Al-Shifa Hospital in northern Gaza on Sunday and moved to a hospital in the south, according to the Palestine Red Crescent Society and the World Health Organization."
262,https://www.nytimes.com/2023/11/19/briefing/babies-evacuated-al-shifa-hospital-openai-sam-altman-bedbugs.html,Plus: A woman’s unconventional escape in India.,"Nearly four days after the Israeli military stormed the biggest hospital in the Gaza Strip, the World Health Organization described the complex as a “death zone” where several patients had died because medical services had been shut down."
263,https://www.nytimes.com/2023/11/19/world/middleeast/gaza-school-strike-shelter-israel-war.html,"Nearly 7,000 people were sheltering at the school, according to the United Nations. Another school had been struck on Friday.","A strike this weekend on a school run by the United Nations that was being used for shelter by thousands of displaced people in northern Gaza killed at least 24 people, a U.N. official said Sunday."
264,https://www.nytimes.com/2023/11/19/world/middleeast/premature-babies-al-shifa-hospital-gaza-evacuation.html,"The 31 babies will be taken to Egypt for treatment, officials say. Israel’s push to seize Al-Shifa Hospital and a lack of power led doctors to warn that the infants were at particular risk.","Thirty-one premature babies were evacuated from the embattled Al-Shifa Hospital in northern Gaza on Sunday and taken to another hospital in the enclave’s south, the Palestine Red Crescent Society and the World Health Organization said on social media."
265,https://www.nytimes.com/video/world/middleeast/100000009172364/gaza-war-text-messages-us.html,"Every morning, Ahmed Mansour, a Palestinian filmmaker in the U.S., texts his family in Gaza to check if they are still alive. Israel’s siege of the territory has caused widespread communication blackouts, making it difficult for him to reach his parents and siblings.","Every morning, Ahmed Mansour, a Palestinian filmmaker in the U.S., texts his family in Gaza to check if they are still alive. Israel’s siege of the territory has caused widespread communication blackouts, making it difficult for him to reach his parents and siblings."
266,https://www.nytimes.com/2023/11/19/opinion/right-wing-antisemitism-populism.html,Antisemitism breaks loose on the populist right wing.,"A dam burst last week on the right, and a wave of grotesque antisemitism poured out all over the internet."
267,https://www.nytimes.com/2023/11/04/us/politics/obama-israel-palestine.html,The former president said everyone was “complicit to some degree” in the current bloodshed and acknowledged the points of view on both sides of the conflict.,"Barack Obama offered a complex analysis of the conflict between Israel and Gaza, telling thousands of former aides that they were all “complicit to some degree” in the current bloodshed."
268,https://www.nytimes.com/2023/11/01/podcasts/biden-israel-aid-war.html,The latest from the Israel-Hamas war. Weekday afternoons with Lulu Garcia-Navarro and Times journalists on the ground.,"The battle over aid to Israel continues to heat up in Washington. While President Biden has proposed a $105 billion package that would distribute aid to Israel, Ukraine and other corners of the world, Mike Johnson, the newly-elected Republican House Speaker, has put forth a package that only addresses aid to Israel."
269,https://www.nytimes.com/video/world/middleeast/100000009164589/gazan-workers-return-home.html,"About 3,300 Gazans who had been working in Israel were able to return home through the Kerem Shalom crossing in southern Gaza.","About 3,300 Gazans who had been working in Israel were able to return home through the Kerem Shalom crossing in southern Gaza."
270,https://www.nytimes.com/2023/11/05/world/middleeast/amichay-eliyahu-israel-minister-nuclear-bomb-gaza.html,"The prime minister’s swift move appeared to reflect his concerns with his waning popularity among voters, and with international criticism of Israel’s attacks on Gaza.","Prime Minister Benjamin Netanyahu of Israel took the highly unusual step on Sunday of suspending a far-right minister from his government, after the minister said that dropping a nuclear bomb on Gaza and killing everyone there was “one way” of dealing with the threat from Hamas."
271,https://www.nytimes.com/2023/11/18/world/middleeast/gaza-children-israel.html,"Thousands of children have been killed in the enclave since the Israeli assault began, officials in Gaza say. The Israeli military says it takes “all feasible precautions” to avoid civilian deaths.","Barefoot and weeping, Khaled Joudeh, 9, hurried toward the dozens of bodies wrapped in white burial shrouds, blankets and rugs outside the overcrowded morgue."
272,https://www.nytimes.com/2023/11/18/world/middleeast/hamas-attack-survivors-healing.html,"For some who had taken psychedelics at the event, the traumatic effects may have been compounded. A group of caregivers joined together to help.","The gunning down of hundreds of partygoers at Tribe of Nova, a trance party in Re’im, Israel, in the Hamas-led Oct. 7 terrorist attacks has wrought an outpouring of grief for those killed or taken hostage. Yet while the several thousand attendees who survived may feel lucky to be alive, many are still grappling with the aftermath of the horrifying experience."
273,https://www.nytimes.com/2023/11/18/style/star-david-necklace-jewish-antisemitism.html,Wearing Star of David necklaces and other Judaica has become a way for some Jewish people to declare their heritage amid a rise in antisemitism.,"About four years ago, after the deadly shooting at a synagogue in Poway, Calif., in April 2019, Abby Adams and Sammy Gabbai started an Instagram account to share stories of Jewish solidarity. The account, Why I Wear My Star, featured posts containing people’s reasons for wearing Star of David jewelry and other Judaica."
274,https://www.nytimes.com/2023/11/17/nyregion/pro-palestinian-protests-new-york-city.html,"In Brooklyn and in Manhattan, multiple rallies drew large crowds calling for a cease-fire in the Israel-Hamas war.","Thousands of people took to the streets on Friday evening in the latest instance of what has become near daily protests in New York City over the Israel-Hamas war. This time, pro-Palestinian demonstrators held banners and signs demanding a cease-fire in the bombardment of Gaza."
275,https://www.nytimes.com/2023/11/17/world/middleeast/gaza-water-plant-photos.html,"It was not clear what caused the fire, or how recently the plant had been operating.","Fire has gutted a water treatment plant on the outskirts of Gaza City, satellite images captured on Thursday and Friday show — the latest evidence of damage to water infrastructure amid an increasingly dire shortage of clean water."
276,https://www.nytimes.com/2023/11/06/world/middleeast/blinken-iran-israel-hamas-war.html,Secretary of State Antony J. Blinken warned Iran during a weekend of diplomacy in the Middle East. The U.S. military posted a photo of one of its submarines in the region.,"If Iran had any doubts about American resolve in the Middle East, Secretary of State Antony J. Blinken, with an assist from the Pentagon, spent the weekend reinforcing the notion that the United States was not going anywhere."
277,https://www.nytimes.com/2023/11/17/world/middleeast/northern-gaza-israel-hamas-war-ruins.html,New York Times journalists traveled with an Israeli military convoy to catch a rare glimpse of conditions in wartime Gaza. They saw houses flattened like playing cards and a city utterly disfigured.,"When a group of international journalists arrived at the southern fringe of Gaza City early Friday morning, riding in the back of an Israeli army jeep, we struggled to orient ourselves amid the ruins, the wreckage and the darkness."
278,https://www.nytimes.com/2023/11/17/briefing/israel-hamas-hospital-openai-sam-altman.html,"Also, OpenAI pushed out its high-profile C.E.O. Here’s the latest at the end of Friday.","Early this morning, three of my colleagues visited Al-Shifa Hospital, Gaza’s largest medical complex, which has become central to the war between Israel and Hamas."
279,https://www.nytimes.com/2023/11/17/arts/design/documenta-committee-resign-israel-gaza.html,"The entire team in charge of selecting the leading avant-garde exhibition’s next curator has now resigned, putting the future of the 2027 edition in question.","Documenta, the German contemporary art exhibition considered one of the most prestigious in the world, fell into crisis this week after the entire team tasked with finding its next artistic director resigned after a series of disputes with administrators related to the Israel-Hamas War."
280,https://www.nytimes.com/2023/11/17/nyregion/universities-antisemitic-anti-muslim-investigation.html,"Columbia, Cooper Union, Cornell and University of Pennsylvania were among half a dozen universities under investigation for harassment complaints on campus.","The federal government opened discrimination investigations this week into half a dozen universities, including Columbia, Cooper Union and Cornell in New York, following complaints about antisemitic and anti-Muslim harassment after the Israel-Hamas war broke out."
281,https://www.nytimes.com/2023/11/02/us/politics/biden-israel-gaza-fighting-pause.html,"Brief cessations of military operations would allow food, water and other aid to reach Gaza and help with hostage releases, officials say.","Secretary of State Antony J. Blinken will urge the Israeli government to agree to a series of brief cessations of military operations in Gaza to allow for hostages to be released safely and for humanitarian aid to be distributed, White House officials said on Thursday."
282,https://www.nytimes.com/2023/11/17/us/students-justice-palestine-campus-protests.html,"Students for Justice in Palestine, which was founded at Berkeley, has fueled activism, and, critics say, intimidation and antisemitism.","After last month’s attack on Israel by Hamas, Students for Justice in Palestine promoted a “tool kit” for activists that proclaimed “glory to our resistance.” The group has been banned or suspended by Brandeis, Columbia and George Washington University. And it was recently the target of thundering speeches on Capitol Hill and blistered during a Republican presidential debate."
283,https://www.nytimes.com/2023/11/17/technology/israel-hamas-war-meta-tiktok-social-media.html,People who study social media say the conflict between Israel and Hamas has underscored the need for better data transparency from platforms.,"As the Israel-Hamas war flooded social media with violent content, false information and a seemingly limitless swell of opinions, lawmakers and users have accused platforms like TikTok and Facebook of promoting biased posts."
284,https://www.nytimes.com/2023/11/17/nyregion/nyc-councilwoman-gun-inna-vernikov.html,"Brooklyn prosecutors said that the pistol the council member, Inna Vernikov, had in her waistband was inoperable. She had come to the pro-Palestinian demonstration to livestream her opposition.",A Brooklyn councilwoman who was arrested last month after carrying a pistol to a pro-Palestinian rally at Brooklyn College has had charges dismissed against her after it was found that the weapon was unloaded and inoperable.
285,https://www.nytimes.com/2023/11/17/technology/elon-musk-twitter-x-advertisers.html,"Disney, Apple, Paramount and Lionsgate halted marketing on X, formerly Twitter, as Elon Musk faced a furor over antisemitic abuse on his social media platform.","The blowback over Elon Musk’s endorsement of an antisemitic conspiracy theory on X gathered steam on Friday, as several major advertisers on his social media platform cut off their spending after his comments."
286,https://www.nytimes.com/2023/11/17/opinion/israel-democratic-party-jamaal-bowman.html,A clash over the future of the Squad threatens the progressive coalition.,"Representative Jamaal Bowman, whose district encompasses several affluent Westchester County suburbs as well as a small part of the Bronx, last week planned a “healing breakfast” with Jewish constituents pained by his pro-Palestinian politics. A member of the informal alliance of a half-dozen or so young Black and brown left-wing representatives known as the Squad, Bowman won a primary against the district’s staunchly pro-Israel incumbent in 2020, fueled largely by the energy of that summer’s racial justice protests. But now, with the conflict in the Middle East inflaming American politics, he seemed likely to face his own primary challenge in June, one that will test the coalition between liberal Jews and people of color that is key to the progressive movement both in his district and in the country more broadly."
287,https://www.nytimes.com/2023/11/17/opinion/ezra-klein-podcast-sharon-brous.html,A tender conversation with Rabbi Sharon Brous about Jewishness and the Jewish state.,"This is a conversation about the relationship between Jewishness and the Jewish State. About believing some aspects of Israel have become indefensible and also believing that Israel itself must be defended. About what it means when a religion built on the lessons of exile creates a state that inflicts exile on others. About the ugly, recurrent reality of antisemitism."
288,https://www.nytimes.com/2023/11/02/nyregion/noa-tishby-israel-antisemitism.html,"Once a celebrated actress in Israel, Noa Tishby has emerged as a leading pro-Israel voice on U.S. TV, on social media and in print.","On a stage in Los Angeles last week, two Israeli-born women sat before a rapt audience, discussing their grief and anger in the wake of the Oct. 7 attack on Israel by Hamas terrorists. More than 500 people had crowded into a synagogue auditorium to listen, and 400 more tuned in via Zoom."
289,https://www.nytimes.com/2023/11/02/world/middleeast/israeli-troops-encircle-gaza-city.html,An Israeli military spokesman said that Israeli soldiers had surrounded Gaza’s largest city. White House officials said they would urge Israel to “pause” its bombardment on humanitarian grounds.,"As the Israeli military announced that ground troops had encircled Gaza City on Thursday, criticism mounted of the death toll inflicted by Israeli airstrikes, with one United Nations agency suggesting the bombing campaign could be a war crime."
290,https://www.nytimes.com/2023/11/02/us/politics/house-aid-bill-israel.html,"The Republican-led House approved $14.3 billion for Israel’s war with Hamas, tying the aid to spending cuts. The Senate plans to craft its own bill that will include aid for Ukraine and Gaza.","A divided House on Thursday passed a Republican-written bill that would tie $14.3 billion in military aid for Israel to domestic spending cuts and provide no money for Ukraine, defying President Biden and dooming its chances in the Senate."
